Server ID,Server Name,Server Status,Disk Usage (%),CPU Usage (%),Memory Usage (%),Operating System,Number of CPU Cores,RAM Capacity (GB),Network Traffic (Mbps),Disk I/O (IOPS),Server Location,Server Uptime (days),Target
6c0363fc-3c26-41b4-b16a-f2dd28c6bd55,Server B,Offline,51.25,83.0,14.75,Linux,6,32,57.04,69.18,Data Center,276,1
c111ff81-7b13-476f-a824-bc4f590a164e,Server C,Offline,56.39,13.87,82.97,Ubuntu Server,12,16,76.98,87.03,Data Center,231,1
737b099d-7bb6-4f25-9399-62c7e77de83c,Server B,Offline,19.4,73.74,39.02,Linux,8,64,91.0,29.93,Data Center,191,1
603b933d-65c9-4143-9ff9-bedfeca95748,Server B,Offline,44.82,83.48,38.96,Linux,6,8,24.45,55.93,Data Center,2,0
70d5c51f-b3d4-4260-9fee-1172fc1e3258,Server B,Online,80.76,53.61,17.01,Ubuntu Server,4,16,97.98,81.93,Data Center,314,1
1f79a50f-8eef-4067-9eff-1a922a0c771a,Server A,Online,48.72,45.65,89.71,Windows Server,4,16,70.27,34.41,Office,11,1
e7e31bc3-831c-4eb0-bc6f-a85fb0f26b02,Server B,Online,38.35,68.62,26.2,Linux,12,8,41.87,69.24,Office,106,0
1b3a2dfd-c72a-4916-b6b7-9f1267e9eaca,Server B,Offline,80.71,54.39,88.74,Windows Server,12,8,69.42,73.19,Data Center,319,1
2cea1c90-fa0b-45c9-9fe1-cc4911b3c7de,Server B,Online,92.91,45.96,42.52,Linux,16,8,41.1,53.73,Data Center,153,0
b77562d0-ff91-4e40-ab01-ea179ea9fa66,Server A,Online,29.96,78.57,89.24,Windows Server,4,32,97.72,36.85,Office,275,1
014f21d6-f9b8-4179-ba14-5688efec7abc,Server C,Offline,83.67,78.66,53.18,Ubuntu Server,6,32,64.32,91.22,Data Center,60,1
4839837e-efdb-4870-8c94-a3fd42e58add,Server A,Offline,54.8,40.11,75.71,Linux,16,32,92.34,63.81,Data Center,60,1
293bdfaa-6b46-4f17-aef4-9561511d5c8c,Server C,Online,82.75,81.11,28.63,Linux,8,64,50.81,18.91,Data Center,232,1
c15193af-ab1c-49b2-af7e-aa98e794ad82,Server C,Online,84.77,42.65,86.95,Linux,8,8,59.5,42.68,Office,158,1
df6dbb58-d3c9-44eb-9555-e6b172791b7b,Server B,Offline,33.86,29.79,24.04,Windows Server,12,32,53.42,14.88,Office,46,0
ba20a166-a3b7-4fbc-9f9a-cd26c19e2ed5,Server A,Online,24.28,30.19,62.54,Linux,6,8,94.69,63.84,Data Center,25,1
700961db-46f9-4935-a812-931b8ebbb2e6,Server A,Offline,55.35,21.87,49.62,Linux,6,32,93.2,34.77,Data Center,87,1
5a72c75b-e897-469f-829e-4c13a8f7be19,Server B,Offline,41.38,51.63,47.57,Linux,4,16,87.84,97.51,Office,310,1
73acd599-f34d-4213-a412-2f955f791887,Server C,Online,56.83,11.81,71.38,Linux,8,16,20.26,94.42,Office,334,1
177e4338-bb17-44db-81e7-d542c613c162,Server C,Online,34.02,76.51,62.17,Linux,16,32,19.12,56.63,Office,128,0
a5b52858-9de9-4af9-8ee2-f4ba02786dfc,Server A,Online,88.06,66.79,67.27,Linux,16,8,88.02,39.62,Data Center,120,0
e2eaa369-438d-4dc0-9ef7-4d1604192747,Server B,Online,61.26,82.28,52.84,Windows Server,16,64,62.92,85.1,Data Center,54,0
c7e24d83-b8ce-4971-9396-2651347593bb,Server C,Offline,71.5,50.86,66.69,Ubuntu Server,6,32,46.27,81.34,Office,355,1
bc274e09-6b30-473e-a77d-32c1cae95629,Server A,Online,10.79,94.61,21.32,Ubuntu Server,16,16,37.5,26.02,Office,317,1
a4fc39f2-ed77-41a3-8f2c-a39f6ed4b44c,Server B,Offline,20.89,51.48,69.19,Ubuntu Server,4,16,82.61,44.59,Data Center,362,1
93e0e19a-e4fb-4053-8a6a-8bf70cd4b7a6,Server A,Offline,86.68,46.07,39.28,Linux,16,64,33.9,81.77,Office,147,0
d0379030-a34e-40fe-a1b3-b85289825d9e,Server B,Offline,39.99,59.89,60.16,Ubuntu Server,16,32,69.51,25.6,Data Center,301,1
db5655bc-40bf-4412-9ce4-9fe3a7460f78,Server B,Offline,33.04,70.04,56.16,Linux,12,64,11.12,88.74,Data Center,138,0
a98d24f5-8ba7-4fc3-b265-b5d65d1179b1,Server C,Online,17.24,14.0,37.56,Windows Server,4,8,21.58,85.39,Data Center,311,1
e1247a4f-4794-419c-9f63-ebc1c2897220,Server A,Online,37.49,31.33,68.16,Linux,4,32,46.35,78.04,Data Center,275,1
8e28108c-44e7-4581-91dc-90ad7d33ff5c,Server C,Offline,17.34,37.9,10.57,Linux,12,16,69.05,74.54,Office,324,1
439ce069-4fe7-4018-b738-f9afa1da0272,Server A,Offline,58.42,78.53,17.27,Ubuntu Server,12,16,11.96,28.53,Data Center,96,0
88817371-6980-4908-86ca-87ca605e0992,Server A,Online,29.6,25.34,83.28,Linux,6,8,27.79,87.57,Data Center,54,0
9bf68514-29bc-4954-864a-43a045313f54,Server B,Online,52.61,27.71,75.73,Linux,4,8,19.33,28.36,Office,42,0
f0b383b2-f3bb-4b1f-a4a0-518d3fe66cf7,Server B,Offline,65.14,88.03,78.35,Linux,16,16,30.27,16.11,Data Center,325,1
e2b15c6a-e96a-4f77-83f9-4e77c0fa2dc2,Server A,Online,86.14,69.62,29.09,Ubuntu Server,4,16,77.51,26.98,Data Center,354,1
ff5aa8c1-7482-4c80-897a-df734608b367,Server A,Online,86.94,72.93,26.64,Ubuntu Server,16,8,95.06,97.66,Office,31,1
6aacda24-3b71-4bd7-93b4-40588f00611d,Server A,Offline,37.28,26.69,44.49,Windows Server,6,16,48.96,72.19,Data Center,89,0
57fb82f3-efa8-4ecb-bbea-bd7ab01016a1,Server B,Offline,70.45,64.72,79.26,Ubuntu Server,12,32,16.86,94.9,Data Center,152,1
6e6f8f84-70c5-46b6-b9d7-fda285cbf190,Server A,Online,76.29,33.42,59.45,Ubuntu Server,8,32,37.31,52.48,Data Center,159,0
f76a0734-5a17-4bd1-bdbd-d34de20ebdf2,Server A,Offline,15.67,26.23,13.8,Ubuntu Server,6,64,72.34,28.08,Data Center,355,1
aa1ee98f-3751-4f6a-b81b-71d0649bb05e,Server C,Offline,23.42,52.67,81.73,Ubuntu Server,6,32,61.04,23.18,Data Center,112,0
0fdd8cbb-7963-488b-a767-6544504a5150,Server C,Offline,25.08,44.41,70.28,Ubuntu Server,6,16,13.99,65.14,Office,218,1
3194f06c-689b-4d81-9e17-e0e76f131df5,Server C,Online,30.81,58.75,25.69,Linux,12,16,12.18,57.5,Data Center,343,1
391eb94b-24fc-49ce-a623-321de726805a,Server C,Offline,89.5,81.66,68.6,Windows Server,12,32,94.34,89.32,Office,200,1
f74ac2f7-62d9-4e97-8bc4-120b21e1d346,Server A,Online,88.8,31.39,89.24,Windows Server,6,32,30.78,58.13,Office,304,1
c9a60cd8-327a-4264-9733-0ceb187f254c,Server C,Offline,11.55,46.78,49.21,Linux,8,8,75.63,18.95,Office,258,1
5f64814d-55ed-4d38-b82e-a381d1413a3c,Server C,Online,63.62,14.17,71.57,Linux,8,64,13.75,73.63,Data Center,173,0
244801a1-4ad7-4c9f-a384-b3d854d028ad,Server B,Online,82.9,80.14,45.93,Ubuntu Server,12,32,30.59,97.33,Data Center,108,1
fecfc036-98e8-41d8-bb48-622063035b7a,Server A,Offline,51.09,61.87,48.68,Ubuntu Server,12,64,32.97,96.4,Data Center,224,1
ca32350d-ed07-4504-801c-a030f7edd9f9,Server A,Online,70.11,54.75,23.36,Ubuntu Server,6,16,52.25,93.52,Office,324,1
279f3974-c98d-4fbc-8322-62a370d8108a,Server B,Online,16.29,66.73,79.68,Ubuntu Server,16,8,58.97,94.76,Data Center,54,1
c6561e69-951c-4871-b680-7d37cc6fa2a1,Server C,Online,52.46,43.65,21.14,Linux,6,64,48.46,65.74,Data Center,228,1
cffa700e-f5b2-492d-8373-445068317334,Server C,Online,15.69,18.86,28.51,Windows Server,16,64,13.9,17.07,Office,331,1
bce3024f-46dc-45af-855e-a2c9e4761468,Server A,Online,57.51,94.81,64.61,Linux,6,8,87.03,71.83,Office,54,1
9a107525-c288-4eee-a272-43da4cb1329c,Server C,Online,29.55,54.59,50.59,Windows Server,4,32,29.62,61.01,Data Center,51,0
8804ec1b-5b90-45ad-a358-fc1454414fc9,Server C,Online,42.72,47.02,41.41,Ubuntu Server,8,8,40.97,87.19,Data Center,48,0
112ac7ae-c3b6-4cba-82ab-176369cd1d02,Server A,Online,93.75,56.71,49.5,Linux,4,16,26.38,69.44,Data Center,287,1
853f4b59-aa08-4025-a62d-94ae4a515d6d,Server A,Online,49.36,10.88,27.16,Ubuntu Server,12,16,97.56,65.87,Office,246,1
7417f1f3-8a00-4b5b-b70f-68ff61fe4d1c,Server A,Offline,69.92,89.77,24.21,Linux,12,16,34.01,28.03,Office,353,1
eaf4ae44-a95c-4b6f-b26a-79eae0cbaeac,Server B,Online,92.27,22.1,47.06,Linux,8,8,12.97,46.22,Data Center,38,0
baff49d9-3c6c-48c4-8ed1-40988cc096f5,Server B,Online,55.82,86.83,28.53,Linux,6,32,40.15,37.14,Office,48,0
347cf3f6-d4b6-4ecb-a100-0cde31da10cf,Server C,Offline,58.67,13.54,39.68,Linux,8,32,94.99,80.82,Data Center,66,1
341788ac-e3df-4384-900b-ee812cb363dd,Server A,Online,53.42,88.46,71.18,Linux,6,16,33.92,56.52,Data Center,42,0
04ece406-66a5-42fb-a131-7e7e8ac78eee,Server A,Offline,25.06,71.89,92.72,Windows Server,4,64,43.59,96.34,Office,336,1
68928d2f-d26e-4638-9a3f-bdf57c3f0359,Server C,Online,39.18,57.08,30.92,Ubuntu Server,12,8,77.66,22.25,Office,214,1
6d10a987-9808-4342-bf5f-6dadcd7e0392,Server C,Online,31.63,54.87,55.17,Linux,12,32,78.51,84.58,Data Center,118,0
2e71cae1-ea88-4223-87cb-2bf056c64436,Server B,Offline,36.43,66.32,72.86,Windows Server,6,32,48.15,53.95,Office,165,0
c3f9ca67-99f5-4a13-8062-98f338738cdd,Server C,Online,32.6,83.13,10.96,Ubuntu Server,4,8,51.18,85.86,Data Center,118,0
2a3308c8-69e4-4f0a-8053-c969ddb548c6,Server C,Online,57.06,23.1,92.45,Windows Server,8,8,35.74,31.03,Office,340,1
6c479b34-f1c8-4e1e-b562-fa90ac4d6e5a,Server C,Offline,13.02,60.58,18.1,Ubuntu Server,16,32,65.64,13.85,Data Center,25,0
71c91cf3-3471-456e-9b12-a58c0ad7c50e,Server C,Offline,70.63,92.08,77.35,Linux,8,16,64.41,77.8,Office,3,1
f4a3ca89-41da-416c-9d42-a1ac3919b1c5,Server B,Online,60.48,41.98,78.65,Ubuntu Server,6,8,83.56,70.65,Data Center,221,1
e5a85d74-e4c3-437d-a7bd-a606a4caee43,Server C,Online,27.15,41.22,12.58,Ubuntu Server,6,8,95.8,33.21,Data Center,183,1
406f6b5d-100e-4e1b-9412-7988e8a18263,Server C,Online,40.6,72.48,79.19,Windows Server,6,32,73.14,30.96,Data Center,312,1
3bdfefa4-e1ee-413e-bb74-8cc962da2dce,Server C,Offline,73.72,93.42,45.92,Ubuntu Server,8,32,20.97,22.52,Office,137,1
70866e61-c73c-4fd2-ba1c-bcc88200acaa,Server B,Online,27.87,18.52,27.08,Linux,12,64,76.89,29.51,Data Center,244,1
061d8600-7eaf-421d-98ad-9822724a3648,Server B,Offline,66.61,50.4,30.3,Ubuntu Server,12,16,12.63,19.16,Data Center,19,0
ad1d16ce-e65b-4f7a-8844-bf8f3d4031d8,Server B,Online,85.71,36.69,49.13,Ubuntu Server,8,32,20.67,61.37,Office,127,0
a135e543-c002-4e0f-9b95-a563cfbb0744,Server C,Offline,84.04,53.95,58.82,Linux,4,64,86.1,73.87,Data Center,52,0
bb371e2d-eec9-4afb-a20c-faf708e1b6d2,Server B,Online,89.93,90.91,31.26,Windows Server,4,64,15.65,19.03,Office,280,1
ef71c33d-d61b-4393-af81-1a90862ebddf,Server B,Offline,46.64,40.41,64.15,Linux,8,8,30.86,81.38,Office,109,0
46b4e73e-ba60-4239-8434-7792189c8e0f,Server A,Online,73.82,62.43,93.41,Ubuntu Server,4,8,18.29,72.32,Office,161,1
05830013-98d4-4cb7-9e4a-9c1b484afab6,Server A,Online,47.98,56.41,92.2,Linux,16,64,20.33,72.2,Office,37,1
c003fcf9-fa9d-47a7-a853-a7fb3aab3c97,Server A,Online,38.03,69.38,83.44,Ubuntu Server,4,64,86.73,27.33,Data Center,10,0
45900236-5bcd-4e65-9b85-d443f2b36ae5,Server B,Offline,59.23,72.83,69.59,Ubuntu Server,8,64,38.14,20.79,Office,248,1
6816f672-5d1e-4096-90da-59025c5c1d89,Server A,Online,93.15,81.49,89.04,Ubuntu Server,4,32,38.71,23.51,Data Center,4,1
b663dda0-4d7d-4c60-85c7-0744c7e74263,Server C,Offline,33.82,73.23,22.58,Windows Server,16,64,91.43,62.99,Data Center,83,1
f88aaf8f-3b72-431a-80f8-d739300ef51e,Server B,Offline,82.62,58.91,34.48,Windows Server,4,64,33.33,35.04,Data Center,350,1
01bd97ce-f9be-42bd-ab19-6715ddb9a282,Server B,Online,33.77,72.63,78.85,Windows Server,6,16,80.08,37.94,Office,27,0
f87bad19-430d-416f-9ffc-2913b9883093,Server B,Online,38.02,75.64,13.4,Windows Server,4,64,45.1,15.77,Office,95,0
9e2a655e-a638-427e-8526-2a58d5b1f444,Server B,Online,68.43,80.68,49.63,Linux,12,8,52.37,80.98,Data Center,228,1
2bc34a2f-47aa-4d1d-b32b-ea97a592b1c9,Server C,Offline,44.98,56.23,63.79,Linux,8,64,27.19,76.76,Data Center,131,0
e4bb788f-f9ac-4f8b-a7eb-606c0a955f7c,Server C,Offline,78.8,83.6,94.92,Windows Server,12,32,18.1,65.18,Office,350,1
83a1f9c9-1aed-4c4f-98f8-feac9a311a6a,Server C,Offline,34.61,60.09,12.92,Ubuntu Server,6,16,21.98,79.04,Office,361,1
6da92b86-b608-4c9b-9dd8-8dae8a122ee9,Server A,Offline,58.37,75.13,65.41,Windows Server,16,16,55.61,10.05,Office,179,0
aa2e791e-10a6-491f-a6a3-c86678c1a141,Server A,Online,92.5,53.53,40.17,Windows Server,8,64,76.49,44.74,Data Center,2,0
284e8144-2aa3-46e3-93b4-cd9da6eeff9f,Server B,Online,57.38,76.73,89.95,Ubuntu Server,4,64,37.48,45.25,Data Center,18,1
6b45d30c-635c-4229-859c-0c3ab62a2b3d,Server A,Offline,33.87,78.13,42.85,Ubuntu Server,4,64,60.26,83.21,Data Center,353,1
b460ee82-dc85-4a94-a4e7-411eac98e896,Server A,Offline,52.13,25.98,44.31,Ubuntu Server,16,32,99.39,32.0,Office,331,1
eb9301e9-c203-4c29-9c31-6004f154e015,Server B,Offline,53.59,31.78,29.93,Linux,6,64,15.36,37.21,Office,346,1
46e204f9-4a7d-4749-8c5e-67fbba9d5d7b,Server A,Online,93.44,49.18,28.7,Ubuntu Server,12,8,62.2,60.86,Data Center,81,0
500d6fd2-7ce4-46a1-b00d-35eae172a432,Server B,Online,20.07,73.84,60.11,Ubuntu Server,6,64,89.44,56.4,Data Center,239,1
e317f480-7363-4f29-a994-7502b0fb7044,Server A,Offline,37.11,83.1,74.66,Ubuntu Server,8,16,58.52,17.62,Data Center,155,0
1f31fde7-97d1-4993-957e-6d256b837cba,Server B,Offline,21.3,55.8,53.05,Windows Server,12,8,36.0,48.31,Office,260,1
41ee42fe-474e-45b3-afa0-9e843774c81d,Server A,Online,50.8,23.39,90.83,Windows Server,4,8,21.73,19.36,Office,360,1
622e5d04-d5f1-49be-b516-3c2bc1995122,Server A,Online,40.34,58.05,65.03,Windows Server,4,16,18.66,93.24,Data Center,201,1
8132ed03-0a1b-4fb5-82a3-bf0be529cd8d,Server A,Online,38.71,94.12,61.74,Windows Server,16,8,52.51,23.85,Data Center,194,1
9a2993dd-dd80-415c-bb18-b199dff9234d,Server C,Offline,69.75,80.79,50.92,Windows Server,4,16,46.53,90.3,Office,52,1
77e02cfa-33e7-4dcd-86c0-c1c384ca7694,Server C,Offline,47.13,92.12,94.44,Linux,6,32,76.61,87.04,Data Center,38,1
138298af-65e5-49e7-92a9-52174c5e07f9,Server A,Online,26.45,34.03,78.9,Ubuntu Server,16,8,49.34,85.69,Office,193,1
e3158c7b-0339-4852-b383-1eee5a172afc,Server B,Offline,27.83,35.85,81.94,Linux,12,64,97.85,38.63,Office,278,1
61e0e4ef-80f7-46f3-9409-e209a95fef2d,Server B,Online,50.7,21.65,64.3,Windows Server,4,8,58.1,46.73,Data Center,318,1
16ebbc44-b7b2-47d1-b746-1a8925cb3039,Server A,Online,24.55,10.93,87.92,Ubuntu Server,8,32,56.41,62.79,Data Center,73,1
487375be-f968-4c93-951d-fa7b7c0ee193,Server A,Offline,46.28,79.08,66.68,Linux,4,64,28.52,63.55,Office,303,1
dea86c4f-82ef-4031-b937-850053f6dffb,Server C,Offline,80.72,39.05,12.37,Linux,4,8,74.08,11.99,Data Center,312,1
96be7460-09d6-4990-a5c9-4a7c088a192d,Server C,Offline,17.15,16.46,15.38,Windows Server,8,16,14.26,87.75,Data Center,261,1
c9248d14-fe7e-42a7-a9f8-da73b36b395f,Server B,Online,78.95,68.07,49.35,Ubuntu Server,12,16,99.39,33.15,Office,237,1
ddfa22bd-d577-4df8-8220-b502596fda3c,Server A,Offline,41.21,38.68,50.95,Linux,6,8,27.2,46.54,Data Center,8,0
b7569921-ff40-4bf5-bf2f-84e048174b3b,Server A,Offline,43.01,37.52,75.2,Windows Server,4,8,20.29,82.16,Data Center,149,0
7840d6b2-8744-46a7-8621-cc824f3df881,Server B,Online,54.64,52.91,19.05,Linux,6,64,18.44,13.1,Office,352,1
b1ca4da0-6db6-46ef-8dd6-d6a0011b375f,Server C,Offline,38.06,17.4,76.01,Windows Server,4,8,89.54,82.84,Office,237,1
dc0f35a2-5342-4500-811d-f299501f054e,Server A,Offline,78.25,10.96,24.78,Linux,4,16,29.37,24.33,Data Center,153,0
eaa0b1ca-8730-4d8d-a0c4-5d1bd91d5407,Server B,Online,85.25,72.54,19.16,Windows Server,6,16,54.69,71.89,Office,96,0
f893ec00-797a-40ac-b411-e997c6b23dad,Server C,Offline,53.28,56.9,11.32,Ubuntu Server,12,8,16.25,12.93,Data Center,8,0
84732538-7c40-43e7-a9a9-c7cacbf1f050,Server C,Online,69.9,72.49,46.07,Windows Server,12,8,85.5,88.08,Office,96,0
1ca9f499-02e0-44b5-ad79-052be036308e,Server A,Offline,56.86,79.24,29.42,Ubuntu Server,4,16,99.95,83.52,Office,31,1
fd159cf3-af51-49ad-ab20-fea4afea5291,Server C,Online,89.42,43.75,90.31,Linux,6,64,40.02,26.86,Office,115,1
496021e1-b047-48d4-841b-5d8db70882f7,Server C,Online,65.07,43.74,61.89,Windows Server,4,64,65.3,87.79,Data Center,256,1
4552f685-e1c9-4723-8bef-b575a033b898,Server C,Offline,75.2,91.54,25.39,Windows Server,4,8,78.66,30.37,Office,340,1
2f79892e-4531-4920-a2df-74efc7378b0d,Server B,Online,64.14,51.77,91.07,Ubuntu Server,16,16,90.83,46.91,Office,28,1
36cfbdb8-3852-46fe-b003-527e4064fcd9,Server C,Online,67.54,74.81,66.04,Linux,4,64,75.58,80.85,Data Center,270,1
a1b27454-4723-424c-949f-5c2f62311c72,Server B,Online,71.98,10.47,31.03,Ubuntu Server,12,16,26.84,26.84,Data Center,2,0
0180d96a-986f-466b-9247-b925560cffd7,Server C,Offline,23.01,54.72,21.44,Linux,12,64,72.96,17.21,Office,42,0
fcd7d676-46d9-4264-807c-b3b8f758ce75,Server B,Offline,30.67,58.99,82.11,Ubuntu Server,6,32,33.05,13.94,Data Center,73,0
01a9a627-f454-4963-85fe-8df68c14a8b0,Server C,Offline,19.01,10.13,92.35,Windows Server,4,32,13.03,17.96,Office,320,1
00cf305b-2328-44e6-b193-1ccd69805ea5,Server C,Offline,13.49,69.29,69.9,Ubuntu Server,6,8,97.68,50.03,Office,113,1
0951e78a-de2c-45fb-93d3-43a72c415425,Server A,Offline,80.24,26.23,22.96,Linux,8,64,19.59,36.77,Office,320,1
c9979655-430a-467e-a1dd-34fba358ad2f,Server C,Offline,67.58,66.91,33.13,Linux,16,32,70.09,76.7,Data Center,265,1
b7a55b8a-4780-4bef-bea6-c46e1e401f9c,Server B,Offline,93.56,62.51,36.24,Windows Server,8,8,18.69,82.24,Office,44,0
26762579-aa8d-49c5-9356-584e6436fd0a,Server C,Online,19.8,40.6,19.0,Windows Server,4,64,41.46,34.25,Data Center,268,1
d3bc24a3-ab02-4fab-90c8-3ff410a14b87,Server B,Online,52.45,42.82,53.89,Ubuntu Server,6,64,70.74,62.91,Office,104,0
1cfec1cb-fefe-4a9d-9bc1-5e9b1b86471d,Server B,Online,82.9,24.88,44.28,Windows Server,4,8,44.99,56.59,Data Center,216,1
98203415-ba24-4926-9b46-191eb508bac4,Server A,Online,41.58,48.15,73.83,Linux,8,32,74.63,16.75,Office,272,1
1ecb7496-1019-403e-a747-79ad4d039379,Server C,Offline,46.79,94.76,56.99,Windows Server,16,32,67.84,38.17,Office,302,1
95e43e0e-30bf-40d3-9201-6a55c4b48ded,Server A,Offline,11.8,22.64,18.09,Linux,12,32,91.57,18.42,Office,177,1
727b2166-6ced-4223-aa11-4d230b55e588,Server B,Offline,75.36,81.2,11.52,Ubuntu Server,4,64,49.03,13.27,Data Center,20,0
98f2f89b-ae87-404b-ab55-135bf689e9e8,Server A,Online,19.5,87.83,33.62,Ubuntu Server,12,8,81.35,58.71,Data Center,104,0
6c6d840f-459c-4378-8748-dfb6c28b767e,Server C,Online,16.6,65.65,44.27,Linux,4,8,52.32,43.49,Data Center,214,1
7fd3ba4e-b655-4c14-befc-c43923edc792,Server A,Online,52.37,28.95,14.7,Windows Server,6,64,33.72,83.52,Office,262,1
f6d361e8-0176-4a47-a7c0-21a3188291a1,Server B,Online,30.91,62.78,25.95,Linux,4,16,41.06,39.47,Data Center,39,0
388b4b40-ef9b-43c8-871d-d77e78bb30e2,Server B,Offline,88.61,94.61,82.56,Windows Server,4,16,79.87,14.29,Data Center,110,1
628b4fd2-2800-4f0d-9260-d3b28b75bcaa,Server A,Offline,56.0,15.5,41.23,Linux,12,16,41.41,51.42,Office,23,0
a3166eb8-4252-48c2-8b02-3868ec5ea383,Server A,Offline,61.07,81.73,17.16,Windows Server,16,64,55.33,70.15,Data Center,289,1
925ad007-81bd-436a-84c8-def239d1a90a,Server A,Offline,57.57,41.01,84.28,Ubuntu Server,16,32,80.21,87.64,Office,223,1
a6bb51ab-b84c-41cc-8910-aac2c34c481d,Server B,Online,76.64,72.79,59.75,Linux,6,32,52.02,52.99,Office,138,0
7e57a853-6fd9-443e-aa76-06bcd172f50c,Server B,Online,43.81,34.51,82.4,Ubuntu Server,6,64,69.44,82.94,Office,255,1
718e9b44-893a-4399-a97d-311469638eeb,Server A,Online,57.62,13.77,79.15,Linux,4,64,85.83,11.84,Data Center,203,1
f1c74a5a-44e5-492b-b784-186e21180e66,Server B,Offline,48.07,44.21,51.36,Ubuntu Server,8,32,29.46,34.97,Office,304,1
3d8941e6-9e40-4ab2-a3e5-e67ca7c28da7,Server B,Online,13.68,39.09,74.12,Ubuntu Server,8,64,72.83,18.59,Data Center,281,1
7316b0b0-dc2a-40fa-bf06-500a88046915,Server A,Online,89.92,65.32,79.98,Linux,12,16,90.31,16.36,Data Center,336,1
ba9c308f-941a-46a6-81be-36fce7df5107,Server A,Offline,45.46,93.76,23.32,Ubuntu Server,12,16,84.4,85.38,Data Center,274,1
b83f72b2-3154-4777-95bc-8433ee9e43f2,Server B,Online,28.65,49.27,79.24,Ubuntu Server,4,32,25.62,68.45,Office,314,1
01f613d7-0bf0-47c7-84ba-8c4744eea53c,Server A,Online,12.83,85.74,81.41,Windows Server,4,8,32.78,75.59,Data Center,45,0
7097171d-89f5-43ae-9b76-6b1faecf4452,Server A,Online,41.92,41.92,40.44,Ubuntu Server,8,16,77.11,12.48,Office,142,0
6234be6e-ccde-423f-a073-c2748dd38160,Server A,Online,39.0,53.37,60.43,Windows Server,12,8,54.02,25.57,Office,74,0
a486b8bb-9ac3-4cbc-ad31-397297f7e7ee,Server B,Online,70.62,76.84,21.77,Ubuntu Server,4,32,45.15,11.61,Office,214,1
233c1b34-684b-46c9-a2ea-59646d879e9d,Server C,Offline,92.86,15.64,30.23,Linux,16,64,83.63,42.27,Office,4,0
04656c1f-2a9f-4c08-ac52-e8a2a55feb28,Server C,Online,47.25,32.8,42.59,Ubuntu Server,12,64,78.24,76.65,Data Center,339,1
d4344ae4-01af-463c-acba-ed725cbd3c90,Server C,Offline,33.94,82.86,43.25,Linux,4,8,96.84,69.79,Data Center,11,1
17bee584-e096-4482-84cd-d0b5f18d156b,Server B,Online,69.67,89.28,52.76,Linux,8,8,45.34,66.41,Office,305,1
0538abcd-2654-49e2-b171-f088f8a78731,Server A,Online,47.16,31.13,45.46,Linux,8,8,80.22,87.78,Data Center,255,1
47f4e46f-9bd7-4c88-8b4d-725c4cfc5b6f,Server C,Offline,14.9,36.51,56.42,Linux,4,8,84.72,38.97,Office,351,1
db5c4513-0a62-4ae6-9f75-4b64567d999c,Server C,Offline,68.28,94.48,53.35,Windows Server,8,32,19.0,43.5,Office,281,1
6aee902a-b367-4395-8c4f-553a3df7546f,Server A,Offline,71.45,91.67,67.4,Windows Server,8,64,79.0,27.69,Office,34,1
83f32754-8038-4dc5-9b9c-49aa40e3f2e2,Server C,Online,75.27,58.04,28.27,Linux,8,64,79.65,28.35,Office,92,0
1b105e21-df51-4bea-8f6a-b261ac5a765b,Server A,Online,45.73,73.48,61.96,Windows Server,6,64,72.63,59.74,Office,183,1
5c1d70b2-1830-4acb-b796-98f555890e67,Server C,Online,90.08,28.19,46.29,Ubuntu Server,12,32,68.38,43.81,Data Center,42,0
0b7b866c-16f9-433a-92f8-e4bd0edb219c,Server A,Online,17.41,14.21,18.92,Ubuntu Server,6,64,85.17,56.03,Office,302,1
375e77a0-e08e-4c70-bc1f-fb9999156ade,Server C,Online,19.7,25.02,79.26,Ubuntu Server,6,64,62.95,44.04,Office,160,0
699ad9f1-c5c2-4639-b358-53e7e7ee9aea,Server C,Offline,36.79,55.87,21.65,Ubuntu Server,6,8,11.67,65.41,Data Center,103,0
c64a057c-d262-475b-9a15-0d8110a2d95e,Server C,Online,50.1,86.2,37.96,Ubuntu Server,4,64,61.16,23.32,Data Center,229,1
f7288fd5-e9a6-45c0-891e-d2ddd24c6749,Server B,Online,15.02,83.45,50.03,Linux,4,64,69.77,62.13,Office,271,1
3c26d7c0-ff46-4297-b85f-854097f886f2,Server C,Offline,37.49,57.02,32.57,Ubuntu Server,12,8,24.93,48.86,Office,333,1
8ca667c4-f69d-418d-9d9e-0a501aacb00a,Server C,Offline,51.91,59.36,67.05,Ubuntu Server,8,64,33.6,15.48,Office,93,0
5d5087f0-d8a8-43e5-bd5e-f7f122e99c6b,Server B,Online,60.08,80.1,43.88,Windows Server,8,64,87.35,40.17,Office,206,1
9a1611b4-3459-4677-8fd5-3ca256e7c1be,Server B,Offline,86.31,87.62,58.69,Linux,16,16,70.66,42.47,Data Center,70,0
7e13cde1-3537-47de-a3a2-2a6274542507,Server B,Online,64.48,58.77,46.01,Ubuntu Server,12,16,17.88,24.66,Office,94,0
3e27635e-a864-4c47-be18-e4f73a6512de,Server B,Online,69.96,38.82,89.94,Windows Server,4,64,81.73,52.34,Data Center,184,1
a9922eb7-f384-4709-84df-5c55b88513dc,Server C,Offline,71.67,92.35,81.7,Windows Server,8,32,97.46,12.4,Data Center,312,1
